symbol,trade_date,prev_close,open_price,high_price,low_price,close_price,avg_price,volume,no_of_trades
TATAPOWER,1/12/2026,364.8,364.8,371.35,360.1,370.6,366.17,5589564,64306
TATAPOWER,1/9/2026,374.2,373,374,362.95,364.8,367.82,5875179,69646
TATAPOWER,1/8/2026,380.75,380.15,381.85,373.05,374.2,376.88,3791372,45437
TATAPOWER,1/7/2026,386.5,386.6,387.9,379,380.75,381.63,4136188,46239
TATAPOWER,1/6/2026,388.85,388.85,390.45,384.75,386.5,387.05,3689482,40250
TATAPOWER,1/5/2026,393.1,392.5,393,387.3,388.85,390.23,3966735,52611
TATAPOWER,1/2/2026,381.85,381.85,393.65,381.25,393.1,389.64,13045325,67446
TATAPOWER,1/1/2026,379.6,380,382.25,379,381.85,380.98,1798707,23604
TATAPOWER,12/31/2025,374.35,375,380.75,374.8,379.6,379.05,2075846,25311
TATAPOWER,12/30/2025,376.2,376.05,376.9,372.7,374.35,374.14,1675136,40860
TATAPOWER,12/29/2025,379.55,379,380.3,375.15,376.2,377.04,2379612,36556
TATAPOWER,12/26/2025,379.7,378.9,381.9,378.1,379.55,380.38,2459099,44352
TATAPOWER,12/24/2025,382.2,382.2,383.7,379,379.7,381.69,5215726,54160
TATAPOWER,12/23/2025,380.8,380.8,383.5,380.5,382.2,382.23,2330687,57177
TATAPOWER,12/22/2025,380.55,381,382.7,380,380.8,381.6,3280837,47438
TATAPOWER,12/19/2025,374.95,375.05,381.45,373.5,380.55,377.64,3882916,34978
TATAPOWER,12/18/2025,378.55,377.5,377.65,373,374.95,375.22,3323975,42524
TATAPOWER,12/17/2025,379.85,379.85,383.3,377.3,378.55,380.21,2168123,32137
TATAPOWER,12/16/2025,381.65,381.65,381.9,378.2,379.85,379.76,2682924,40799
TATAPOWER,12/15/2025,381.95,380,382.4,378,381.65,380.36,3359948,43330
TATAPOWER,12/12/2025,380.15,382.1,383.6,379.8,381.95,381.63,6778054,36459
TATAPOWER,12/11/2025,379.85,379.85,382.25,376.2,380.15,380.31,3985013,39171
TATAPOWER,12/10/2025,376.25,376.75,382.4,376.5,379.85,380.78,4914788,48745
TATAPOWER,12/9/2025,374.15,373.5,378.35,369.8,376.25,374.81,2822828,36442
TATAPOWER,12/8/2025,384.5,383.2,385.25,372.3,374.15,376.83,7008862,80951
TATAPOWER,12/5/2025,384.45,385,386,380.55,384.5,383.74,5332479,37915
TATAPOWER,12/4/2025,383.65,383.6,386.85,382,384.45,384.85,3786100,44429
TATAPOWER,12/3/2025,388.45,387.2,389.1,382.3,383.65,384.68,3885600,37356
TATAPOWER,12/2/2025,389.75,387.1,389.15,385.9,388.45,387.76,3302460,32241
TATAPOWER,12/1/2025,390.1,390.65,393,386.7,389.75,388.75,3420680,44104
TATAPOWER,11/28/2025,392.05,392.2,393.95,389.4,390.1,391.18,3760769,35011
TATAPOWER,11/27/2025,391.5,392.4,399.95,391.5,392.05,395.23,7412732,74536
TATAPOWER,11/26/2025,380,380.5,392,380.3,391.5,388.91,4917525,40839
TATAPOWER,11/25/2025,382.55,383,383.65,379,380,381.51,4238096,61553
TATAPOWER,11/24/2025,387,390,391.5,381.2,382.55,384.53,5819567,75563
TATAPOWER,11/21/2025,388.1,388.05,390.2,385.7,387,387.84,4036922,41215
TATAPOWER,11/20/2025,389.1,389.25,392,387,388.1,390.06,3477240,37588
TATAPOWER,11/19/2025,386.25,386.95,389.75,384.2,389.1,387.25,3747191,38595
TATAPOWER,11/18/2025,392.75,394,394,385.5,386.25,388.46,4583330,38915
TATAPOWER,11/17/2025,388.4,388.5,393.4,388.5,392.75,391.6,6120004,42581
TATAPOWER,11/14/2025,388.8,388.8,390,385.15,388.4,387.88,5263918,54163
TATAPOWER,11/13/2025,388.65,389.4,392.7,385,388.8,389.18,5052456,55628
TATAPOWER,11/12/2025,395.6,390,395.9,387.5,388.65,390.59,7856248,89822
TATAPOWER,11/11/2025,395.85,395.8,396.4,390.05,395.6,393.74,3826554,40449
TATAPOWER,11/10/2025,393.2,393.2,397.9,392.35,395.85,395.4,2906630,39110
TATAPOWER,11/7/2025,391.75,390.95,394.4,386,393.2,390.29,4676601,102395
TATAPOWER,11/6/2025,400.6,400.7,402.3,390.25,391.75,394.9,5024909,57751
TATAPOWER,11/4/2025,408.6,407.5,408,398.55,400.6,400.86,6132035,58545
TATAPOWER,11/3/2025,404.9,403.85,409.5,401.25,408.6,406.75,4166052,48030
TATAPOWER,10/31/2025,409.8,409.6,409.9,404.5,404.9,406.56,5071291,75172
TATAPOWER,10/30/2025,410.7,411.05,413.25,408.3,409.8,410.4,3782450,45906
TATAPOWER,10/29/2025,398.65,399,412.4,398.7,410.7,409.22,10944400,90121
TATAPOWER,10/28/2025,400.25,400.25,401.85,396.1,398.65,399.15,3949368,40879
TATAPOWER,10/27/2025,396.85,396.9,401.75,395.65,400.25,400.14,2799280,34331
TATAPOWER,10/24/2025,397.65,397.65,399.2,394,396.85,397.34,5032576,43331
TATAPOWER,10/23/2025,398.8,398.85,403.85,396.15,397.65,400.74,5231732,50204
TATAPOWER,10/21/2025,399.8,400,401.2,397.55,398.8,399.54,712785,20173
TATAPOWER,10/20/2025,397.8,398.3,401,396.65,399.8,399.46,4130123,44141
TATAPOWER,10/17/2025,399,399,400.5,394.55,397.8,397.13,4998891,47291
TATAPOWER,10/16/2025,396.5,397,402.8,396.15,399,400.12,5611314,77671
TATAPOWER,10/15/2025,391.55,391.55,397.3,391.3,396.5,395.02,4091897,40152
TATAPOWER,10/14/2025,391.15,391.15,393.1,387.7,391.55,390.49,4978714,39939
TATAPOWER,10/13/2025,390.1,388,392.05,385.25,391.15,387.91,4861965,50074
TATAPOWER,10/10/2025,388.2,396,396.8,389.6,390.1,392.87,7725390,65119
TATAPOWER,10/9/2025,385.45,386.8,389.65,381.5,388.2,386.33,5139999,52892
TATAPOWER,10/8/2025,392.5,391.5,393.4,384.25,385.45,388.22,5286159,48006
TATAPOWER,10/7/2025,395.55,395.5,397.5,391.25,392.5,393.37,5544502,49282
TATAPOWER,10/6/2025,394.9,394.9,396.4,389.3,395.55,392.92,4190489,48274
TATAPOWER,10/3/2025,391.15,392,395.5,390,394.9,392.84,4157330,47127
TATAPOWER,10/1/2025,388.65,388.65,392.8,388.6,391.15,390.34,2705427,39102
TATAPOWER,9/30/2025,388.05,388,392.05,386.1,388.65,389.27,3229139,43638
TATAPOWER,9/29/2025,383.8,384.25,389.45,383.25,388.05,386.91,3592071,49267
TATAPOWER,9/26/2025,386,386,387,382.2,383.8,384.72,3519702,42650
TATAPOWER,9/25/2025,390.3,390.3,392.4,385.2,386,389.02,3091484,43839
TATAPOWER,9/24/2025,395.5,394.5,396.4,389.2,390.3,392.58,3121538,40335
TATAPOWER,9/23/2025,395.3,396.5,398.2,394.25,395.5,396.22,2963511,35522
TATAPOWER,9/22/2025,396.3,396,399.9,394,395.3,397.13,4424464,50897
TATAPOWER,9/19/2025,393.1,393.25,397.5,393.15,396.3,395.84,5457632,43354
TATAPOWER,9/18/2025,394.65,395.05,397,390.1,393.1,393.44,3956999,49462
TATAPOWER,9/17/2025,396.05,397.25,397.8,393.55,394.65,394.87,4229347,38426
TATAPOWER,9/16/2025,388,388,399.8,388,396.05,396.51,10102211,102743
TATAPOWER,9/15/2025,386.25,386,390.95,385.5,388,388.14,3837268,41320
TATAPOWER,9/12/2025,388.1,388.2,389.8,384,386.25,386.41,3626792,48159
TATAPOWER,9/11/2025,386.5,386.45,388.7,385.5,388.1,387.31,3078027,37816
TATAPOWER,9/10/2025,384.65,386.8,390.95,386.05,386.5,388.5,4022433,44522
TATAPOWER,9/9/2025,383.25,383.5,385.65,381.15,384.65,383.37,3129390,36254
TATAPOWER,9/8/2025,385.8,385.8,387.8,382.6,383.25,385.45,2978303,45588
TATAPOWER,9/5/2025,382.6,382.6,386.5,380.1,385.8,383.47,3358057,35972
TATAPOWER,9/4/2025,389.15,390.05,392,381.75,382.6,385.68,4114491,45123
TATAPOWER,9/3/2025,386.05,386.05,389.7,385.7,389.15,388.11,2628692,30539
TATAPOWER,9/2/2025,380.55,380.9,388.4,380,386.05,385.68,3362410,36215
TATAPOWER,9/1/2025,374.15,374.15,381,374.15,380.55,378.56,2169911,34527
TATAPOWER,8/29/2025,371.1,371.1,375,368.5,374.15,373.59,5793121,46080
TATAPOWER,8/28/2025,377.75,377.75,378.5,370.25,371.1,373.92,5704659,56098
TATAPOWER,8/26/2025,383.25,382.15,383.6,376.6,377.75,380.04,5561286,57332
TATAPOWER,8/25/2025,385.6,386.05,388.4,382.4,383.25,385.71,4216691,41196
TATAPOWER,8/22/2025,388.05,387,388.7,384.7,385.6,386.28,3042678,34019
TATAPOWER,8/21/2025,390.55,390.1,392.3,386.8,388.05,389.05,2551655,28074
TATAPOWER,8/20/2025,389.15,388.95,392.45,388.05,390.55,391.18,3045301,31553
TATAPOWER,8/19/2025,387.3,387.35,389.65,386.5,389.15,388.6,2047149,28448
TATAPOWER,8/18/2025,385.3,389,390,385.3,387.3,387.59,3712118,41924
TATAPOWER,8/14/2025,387.2,387.2,388.6,383.15,385.3,385.19,2662149,33484
TATAPOWER,8/13/2025,384.45,385.5,388.95,384.4,387.2,386.85,3757839,33736
TATAPOWER,8/12/2025,384.3,384.1,388.95,383.5,384.45,385.86,2575426,33796
TATAPOWER,8/11/2025,378.8,380,385.9,377.5,384.3,382.94,3328976,41067
TATAPOWER,8/8/2025,385.55,385.55,387.1,376,378.8,381.59,3495353,39860
TATAPOWER,8/7/2025,385.55,383,386.75,379,385.55,382.48,5333971,54139
TATAPOWER,8/6/2025,385.55,385.55,387,381.65,385.55,384.69,6114204,49934
TATAPOWER,8/5/2025,387.1,388,390.5,382.7,385.55,386.7,6366590,62147
TATAPOWER,8/4/2025,389.3,390,391.65,376.25,387.1,384.2,13251686,112861
TATAPOWER,8/1/2025,397.75,395.1,398.15,388.2,389.3,392.52,6240934,73837
TATAPOWER,7/31/2025,401.35,396.7,400.5,396.1,397.75,398.44,5285016,56007
TATAPOWER,7/30/2025,399.85,401.5,403.75,397.7,401.35,401.47,5468844,43875
TATAPOWER,7/29/2025,399.2,397,401.6,396,399.85,399.3,5038609,44932
TATAPOWER,7/28/2025,395.35,394.1,403.8,393.5,399.2,399.8,5758606,55648
TATAPOWER,7/25/2025,400.7,399.8,401.25,394.3,395.35,398.02,5831294,52827
TATAPOWER,7/24/2025,402.5,402.3,403.95,398.7,400.7,400.53,4023200,39826
TATAPOWER,7/23/2025,399.15,400.1,405,399.65,402.5,402.27,3778869,56450
TATAPOWER,7/22/2025,401.85,403.75,403.9,398.5,399.15,400.17,3980682,43111
TATAPOWER,7/21/2025,407.9,404,404,395,401.85,400.19,7045744,71530
TATAPOWER,7/18/2025,413.45,411,414.15,406.15,407.9,409.42,4614946,54451
TATAPOWER,7/17/2025,414.7,415,416.4,411.15,413.45,413.76,6347491,69567
TATAPOWER,7/16/2025,403.9,403.05,416.75,402.5,414.7,410.89,13501549,124437
TATAPOWER,7/15/2025,402.55,402.6,405.3,398.85,403.9,402.51,4286434,42302
TATAPOWER,7/14/2025,396.85,396.85,403.15,395.5,402.55,401.06,4074490,55287
TATAPOWER,7/11/2025,399.9,399.05,401.7,395.4,396.85,398.3,6893575,70076
TATAPOWER,7/10/2025,400.65,400.65,402.7,397.8,399.9,399.9,4302998,69389
TATAPOWER,7/9/2025,400.85,400.85,405.5,398.5,400.65,401.65,4148059,67836
TATAPOWER,7/8/2025,401.2,401.2,406.65,397.7,400.85,401.41,5551339,54092
TATAPOWER,7/7/2025,401,401,403.55,398.4,401.2,400.86,6385392,66495
TATAPOWER,7/4/2025,399.9,399,403.55,398.5,401,400.75,3432678,44574
TATAPOWER,7/3/2025,406.65,400,403.7,396.6,399.9,399.72,9669274,98977
TATAPOWER,7/2/2025,406.55,406.55,410.9,404.4,406.65,407.31,4283041,49008
TATAPOWER,7/1/2025,405.45,406,407.8,403,406.55,405.85,3180881,50558
TATAPOWER,6/30/2025,408.85,408.85,410.2,403.5,405.45,405.53,3232056,62699
TATAPOWER,6/27/2025,405.65,407.1,411.5,406.35,408.85,409.36,5243333,85973
TATAPOWER,6/26/2025,403.05,403.05,406,401.5,405.65,404.04,5064123,54310
TATAPOWER,6/25/2025,398.45,400.95,405.65,400,403.05,403.49,6324991,60500
TATAPOWER,6/24/2025,393,395,403.8,394.85,398.45,399.52,6296902,71236
TATAPOWER,6/23/2025,390.1,385,394.55,384.55,393,390.64,5195843,70535
TATAPOWER,6/20/2025,384.55,383.5,392.5,381.6,390.1,389.44,15318217,84838
TATAPOWER,6/19/2025,393.4,392.5,394.1,383,384.55,387.72,4441866,102698
TATAPOWER,6/18/2025,396.05,396.05,398,390.6,393.4,393.97,2973122,49048
TATAPOWER,6/17/2025,399.4,399.4,402.2,395,396.05,398.18,3234777,54385
TATAPOWER,6/16/2025,397.2,397,401.25,391.25,399.4,397.52,3609820,51935
TATAPOWER,6/13/2025,401.65,395,399.4,393.75,397.2,396.6,4749159,63730
TATAPOWER,6/12/2025,412.05,412,412.5,400.05,401.65,406.57,5284359,72857
TATAPOWER,6/11/2025,413.2,415,416.8,409.35,412.05,413.55,6791313,85079
TATAPOWER,6/10/2025,406.2,409,416,406.2,413.2,411.36,10129259,87403
TATAPOWER,6/9/2025,399.55,400.4,407.5,400,406.2,404.31,5981383,65413
TATAPOWER,6/6/2025,393.55,392.1,400.8,392.1,399.55,397.51,6204861,54777
TATAPOWER,6/5/2025,393.65,393,397.95,392.3,393.55,395.07,3947460,47266
TATAPOWER,6/4/2025,391.5,391,395,389.05,393.65,391.86,7238701,55371
TATAPOWER,6/3/2025,396.85,396.85,399.15,389.85,391.5,393.72,4922600,51407
TATAPOWER,6/2/2025,392.8,392.8,398.2,391.1,396.85,394.87,4988795,53662
TATAPOWER,5/30/2025,397.3,397,399.9,391.05,392.8,393.56,6602059,60833
TATAPOWER,5/29/2025,396.35,398.7,399.15,395.1,397.3,396.72,3547895,42829
TATAPOWER,5/28/2025,402.2,400.95,404.55,395.5,396.35,399.52,5224499,53041
TATAPOWER,5/27/2025,402.6,402.9,404,398.4,402.2,401.56,4088356,52794
TATAPOWER,5/26/2025,402.05,402.25,406,400.6,402.6,402.69,5935753,51369
TATAPOWER,5/23/2025,395.6,396.15,402.8,393.55,402.05,399.14,5125963,46766
TATAPOWER,5/22/2025,401.85,399,402.55,389.5,395.6,396.28,5109983,55236
TATAPOWER,5/21/2025,398.95,400.8,402.85,396.15,401.85,400.27,3841567,40776
TATAPOWER,5/20/2025,408.1,408.3,408.75,398.3,398.95,403.61,5873673,64293
TATAPOWER,5/19/2025,405.8,407.8,411.95,406.6,408.1,409.83,6903749,77399
TATAPOWER,5/16/2025,397.95,397.95,409.8,397.65,405.8,406.73,13234846,111040
TATAPOWER,5/15/2025,396.95,403,404,392.65,397.95,397.77,18848985,124212
TATAPOWER,5/14/2025,389.3,390.5,398.9,390.3,396.95,394.55,8640596,69465
TATAPOWER,5/13/2025,391.4,392,395.9,388.05,389.3,392.18,5941514,59723
TATAPOWER,5/12/2025,371,382,393,378.5,391.4,388.55,8931721,68748
TATAPOWER,5/9/2025,370.15,358.15,372.05,357.25,371,365.4,9008734,103503
TATAPOWER,5/8/2025,377.35,377.35,383.6,367.3,370.15,376.7,5891937,62228
TATAPOWER,5/7/2025,374.9,366,380.85,366,377.35,376.55,6822934,61034
TATAPOWER,5/6/2025,389.1,388.05,389.8,373,374.9,379.75,5610082,70538
TATAPOWER,5/5/2025,381.75,382,389.9,380.15,389.1,386.38,4274926,53228
TATAPOWER,5/2/2025,384.4,384,390.45,380.65,381.75,385.17,6399563,66419
TATAPOWER,4/30/2025,393.35,391.8,391.8,382,384.4,387.06,4942900,56573
TATAPOWER,4/29/2025,395.1,395.1,403.3,392,393.35,397.51,8781695,82062
TATAPOWER,4/28/2025,387.6,386.15,400.4,386.15,395.1,395.94,10237785,96907
TATAPOWER,4/25/2025,395.85,394.5,402.5,382.15,387.6,391.6,14233760,108758
TATAPOWER,4/24/2025,394.45,392.5,399.25,391.9,395.85,396.75,6639147,65369
TATAPOWER,4/23/2025,388.6,390.1,395.95,382.2,394.45,389.47,8443906,80923
TATAPOWER,4/22/2025,390.85,393,395.45,387,388.6,391.76,6180369,61083
TATAPOWER,4/21/2025,381.7,383.1,394,382,390.85,390.11,7589962,98027
TATAPOWER,4/17/2025,381.25,381,384.35,378.5,381.7,381.39,6156250,93693
TATAPOWER,4/16/2025,378.5,378,382.95,377.5,381.25,380.49,5869686,59578
TATAPOWER,4/15/2025,364.45,375,380.55,372.3,378.5,377.75,7238758,79564
TATAPOWER,4/11/2025,358.25,368.1,368.9,362.1,364.45,365.12,5187303,58346
TATAPOWER,4/9/2025,359.7,359.7,363,354.15,358.25,358.35,4343527,47858
TATAPOWER,4/8/2025,354.85,360.25,370.7,356,359.7,360.46,6317158,83780
TATAPOWER,4/7/2025,368.95,337,358.7,335,354.85,351.77,9906124,123590
TATAPOWER,4/4/2025,385.65,383.8,388.2,367.1,368.95,377.32,7609077,92340
TATAPOWER,4/3/2025,378.25,374,387.3,373.55,385.65,383.43,6580525,58577
TATAPOWER,4/2/2025,374.75,374.75,379.2,368.3,378.25,375.11,3283925,45272
TATAPOWER,4/1/2025,375.4,372.45,379.75,370.6,374.75,375.8,3414174,45826
TATAPOWER,3/28/2025,383.4,384.05,386.05,373.3,375.4,379.13,6458106,66708
TATAPOWER,3/27/2025,376,374.5,384.8,372.35,383.4,379.1,6287597,64805
TATAPOWER,3/26/2025,377.1,377.1,381,374.6,376,378.19,8048272,61973
TATAPOWER,3/25/2025,383.3,385,385.9,375.5,377.1,380.02,6063608,71371
TATAPOWER,3/24/2025,379.5,385,385,379.6,383.3,382.65,6177301,65935
TATAPOWER,3/21/2025,370.35,370.35,381.9,370.25,379.5,377.59,7559436,76684
TATAPOWER,3/20/2025,371.45,374.8,374.8,367.55,370.35,370.89,4678329,55843
TATAPOWER,3/19/2025,362.7,363.9,373.3,363,371.45,369.41,7875564,75790
TATAPOWER,3/18/2025,350.75,352.05,363.7,351.8,362.7,359.71,7096285,65571
TATAPOWER,3/17/2025,350.75,350.8,354.6,349,350.75,351.52,3997959,60019
WIPRO,3/13/2026,202.51,200.6,202.07,196.04,197.58,198.59,12629652,121034
WIPRO,3/12/2026,202.23,201.06,203.8,199.7,202.51,202.11,19042475,135021
WIPRO,3/11/2026,200.93,202.69,205.95,201.58,202.23,203,29199002,151769
WIPRO,3/10/2026,198.75,200.5,201.31,197.42,200.93,199.46,12982340,110516
WIPRO,3/9/2026,195.4,194,199.5,193.03,198.75,196.93,25862728,128441
WIPRO,3/6/2026,195.68,195.6,198.93,195,195.4,196.73,9022914,94511
WIPRO,3/5/2026,195.55,196.4,196.97,193.22,195.68,194.92,13149281,116136
WIPRO,3/4/2026,198.57,196.01,197.12,194.51,195.55,195.63,19562075,193797
WIPRO,3/2/2026,200.96,195,200.36,194.7,198.57,198.37,10486866,161009
WIPRO,2/27/2026,201.08,204,204,200.05,200.96,201.53,13288519,113529
WIPRO,2/26/2026,201.92,203.71,204.63,199.12,201.08,201.45,14378069,155229
WIPRO,2/25/2026,200.14,201.31,205.48,201.31,201.92,203.23,13979068,140141
WIPRO,2/24/2026,205.89,203,203.29,199.36,200.14,200.72,25036686,247920
WIPRO,2/23/2026,209.86,210.36,211.74,204.28,205.89,206.25,20946229,217361
WIPRO,2/20/2026,211.21,209.7,211.96,208.25,209.86,210.08,17690420,163649
WIPRO,2/19/2026,211.95,214,215.44,210.4,211.21,212.77,14151588,102693
WIPRO,2/18/2026,215.69,216.2,216.4,210.26,211.95,211.74,22679760,201305
WIPRO,2/17/2026,213.26,213.26,219.39,212.26,215.69,216.29,26941553,174468
WIPRO,2/16/2026,214.09,214.62,216.91,210.11,213.26,212.31,20754327,141937
WIPRO,2/13/2026,219.08,210.65,216.48,209.01,214.09,212.96,23721186,223527
WIPRO,2/12/2026,229.81,226.2,226.26,218.5,219.08,220.27,40899346,348088
WIPRO,2/11/2026,231.47,231.47,233,229.5,229.81,230.6,7874912,96034
WIPRO,2/10/2026,230.08,229.98,232.86,227.2,231.47,230.57,12435622,128441
WIPRO,2/9/2026,230.72,231.85,232.93,229.61,230.08,230.5,9112474,142928
WIPRO,2/6/2026,233.39,232.93,232.93,228.6,230.72,230.42,12279085,129896
WIPRO,2/5/2026,233.34,233.34,235.57,231.7,233.39,233.6,10102736,103605
WIPRO,2/4/2026,242.69,235.91,235.92,226.26,233.34,232.66,25995324,280243
WIPRO,2/3/2026,242.3,259.21,259.89,242.28,242.69,245.96,25915412,216052
WIPRO,2/2/2026,241.8,244,244.08,239.29,242.3,241.63,12335721,111976
WIPRO,2/1/2026,236.9,236.8,247.23,235.44,241.8,243.26,21033580,132501
WIPRO,1/30/2026,239.8,238,238,235.3,236.9,236.7,11362317,99619
WIPRO,1/29/2026,237.35,236.2,240.9,235.45,239.8,238.25,12201949,105121
WIPRO,1/28/2026,234.8,235.5,238.1,234.95,237.35,236.78,10155128,79176
WIPRO,1/27/2026,238.4,235.2,236.4,231.75,234.8,233.7,15677537,160464
WIPRO,1/23/2026,240.65,242.3,243.55,237.85,238.4,239.93,13546802,126293
WIPRO,1/22/2026,239.55,242,242.9,239.2,240.65,240.9,8537915,73157
WIPRO,1/21/2026,239.9,239.9,242.6,237.6,239.55,239.61,14397792,151454
WIPRO,1/20/2026,245.95,245.95,246,239.4,239.9,241.39,16796201,169874
WIPRO,1/19/2026,267.45,252,252,241.55,245.95,247.18,65833247,411151
WIPRO,1/16/2026,260.2,263.25,269.8,263,267.45,267.82,12028289,102007
WIPRO,1/14/2026,264.2,264,264,259.6,260.2,260.83,5625861,62045
WIPRO,1/13/2026,263.1,263.45,264.85,261.3,264.2,263.22,6931244,51936
WIPRO,1/12/2026,261.95,260.7,264.5,259.05,263.1,262.6,3802164,53333
WIPRO,1/9/2026,262.2,261.35,263.95,260.45,261.95,262.19,4735387,57177
WIPRO,1/8/2026,270.8,270.9,270.9,261.35,262.2,264.82,9269522,100744
WIPRO,1/7/2026,265.6,265,272.5,264.5,270.8,270.12,10242615,87098
WIPRO,1/6/2026,263.3,263.3,266.1,262.95,265.6,264.91,4083654,56243
WIPRO,1/5/2026,269,269.45,269.65,261.7,263.3,263.83,7006599,88066
WIPRO,1/2/2026,267.35,267.35,272.4,266.15,269,269.83,8286204,59920
WIPRO,1/1/2026,263.28,264.5,268.05,263.75,267.35,266.73,3639755,37501
WIPRO,12/31/2025,263.65,264,264.6,261.26,263.28,262.64,5705044,51645
WIPRO,12/30/2025,264.24,264,264.72,263.02,263.65,263.83,5117699,75947
WIPRO,12/29/2025,266.3,265.99,267.39,263.6,264.24,265.56,3755074,52279
WIPRO,12/26/2025,268.06,267.2,268.88,265.74,266.3,267.13,2899112,52478
WIPRO,12/24/2025,271.4,270.94,270.98,267.2,268.06,268.42,4694861,62692
WIPRO,12/23/2025,272.67,272,272.48,270.21,271.4,271.28,7572420,75683
WIPRO,12/22/2025,264.45,267.51,273.1,266.8,272.67,271.28,14651313,142390
WIPRO,12/19/2025,263.85,267,267,263.3,264.45,264.63,12750745,65906
WIPRO,12/18/2025,261.14,261.18,264.99,261,263.85,263.42,9008412,81183
WIPRO,12/17/2025,259.22,259,262.13,258.31,261.14,260.93,4923276,58007
WIPRO,12/16/2025,261.74,261.74,261.75,258.8,259.22,259.93,2982041,52058
WIPRO,12/15/2025,260.6,259.99,262.5,258.54,261.74,260.73,4023911,65233
WIPRO,12/12/2025,259.25,259.5,260.82,257.36,260.6,259.59,4008271,59594
WIPRO,12/11/2025,257.98,258.31,259.98,257.72,259.25,259.05,6473376,64064
WIPRO,12/10/2025,257.41,258.01,260.37,257.25,257.98,258.58,7944200,74001
WIPRO,12/9/2025,261.38,261.38,261.82,257.05,257.41,258.06,8560580,75288
WIPRO,12/8/2025,259.91,260.01,263.07,259.71,261.38,261.37,9684253,97906
WIPRO,12/5/2025,256.93,258.2,261.1,257.7,259.91,259.65,7886562,88688
WIPRO,12/4/2025,254.69,256,258.8,255.5,256.93,257.22,10687381,89639
WIPRO,12/3/2025,250.17,250.6,257.13,250.55,254.69,255.04,17215454,139700
WIPRO,12/2/2025,250.28,250,251.45,248.87,250.17,249.96,8535708,86860
WIPRO,12/1/2025,249.53,250.1,250.75,248.86,250.28,250.08,3865446,71087
WIPRO,11/28/2025,249.56,251,251.99,248.6,249.53,249.95,7049965,67376
WIPRO,11/27/2025,250.19,250.4,251.92,247.69,249.56,249.68,5268129,74342
WIPRO,11/26/2025,245.64,246,250.55,245.62,250.19,248.94,8202096,86257
WIPRO,11/25/2025,247.27,248,248,244,245.64,245.87,8188793,97736
WIPRO,11/24/2025,244.49,245.02,249.38,245.02,247.27,247.61,19711070,104905
WIPRO,11/21/2025,246.26,245,247.25,243.61,244.49,245.32,5516450,64254
WIPRO,11/20/2025,246.07,247.5,247.8,245.71,246.26,246.32,6705862,62389
WIPRO,11/19/2025,240.9,241.2,246.85,240.54,246.07,245.17,13298452,98584
WIPRO,11/18/2025,244.05,242.93,244,240.3,240.9,241.73,4730012,51881
WIPRO,11/17/2025,244.37,243.97,244.78,242.69,244.05,243.79,6559062,59521
WIPRO,11/14/2025,245.33,243.92,245.9,242.15,244.37,243.59,6841554,91626
WIPRO,11/13/2025,245.22,246,246,244,245.33,245.37,6211124,93441
WIPRO,11/12/2025,241.69,242.75,246.3,242.1,245.22,245.02,13152546,103627
WIPRO,11/11/2025,239.84,241.1,242.05,238.81,241.69,240.7,8831094,88771
WIPRO,11/10/2025,236.49,237.44,241.55,237.02,239.84,239.84,8566758,82903
WIPRO,11/7/2025,240.05,238.7,239.25,236,236.49,236.77,5520619,87628
WIPRO,11/6/2025,237.92,240,240.62,238.37,240.05,239.71,7141517,77981
WIPRO,11/4/2025,240.5,240.5,240.84,237.52,237.92,238.37,6848284,103001
WIPRO,11/3/2025,240.67,240.67,241.29,239.5,240.5,240.43,4902693,75660
WIPRO,10/31/2025,241.92,242.11,243.19,240.5,240.67,241.46,5659566,67133
WIPRO,10/30/2025,242.28,242.89,244.77,240.5,241.92,241.98,8344622,79344
WIPRO,10/29/2025,242.38,243.6,243.6,241.64,242.28,242.4,8776917,67295
WIPRO,10/28/2025,243.91,243.66,244.7,241.4,242.38,242.41,8780789,89491
WIPRO,10/27/2025,242.98,243.29,245.73,243.06,243.91,244.35,9550336,65767
WIPRO,10/24/2025,244.3,245,245.88,242.16,242.98,243.83,6803979,62407
WIPRO,10/23/2025,241.36,244.8,247.8,243.37,244.3,245.57,18964626,124858
WIPRO,10/21/2025,241.24,241,242.16,240.36,241.36,241.57,2082336,27617
WIPRO,10/20/2025,240.9,240.9,241.94,239.27,241.24,240.96,9871824,98492
WIPRO,10/17/2025,253.81,250,250,239.11,240.9,241.63,43802251,285578
WIPRO,10/16/2025,250.21,250.4,254.07,248.8,253.81,252.33,10661302,96120
WIPRO,10/15/2025,248.42,250,252.13,248.54,250.21,250.19,13278925,75741
WIPRO,10/14/2025,245.13,245.8,250.15,245.11,248.42,248.16,7888607,75705
WIPRO,10/13/2025,248.7,246.06,247.7,244.51,245.13,245.49,6717589,72184
WIPRO,10/10/2025,246.4,248,251.25,246.25,248.7,249.13,7070200,83077
WIPRO,10/9/2025,244.27,243.99,246.8,243.16,246.4,245.76,4629760,58945
WIPRO,10/8/2025,243.53,243.25,246.35,242.57,244.27,244.6,7360563,81653
WIPRO,10/7/2025,242.13,242.9,245,242.14,243.53,243.37,6587728,66541
WIPRO,10/6/2025,240.98,240,242.96,239.32,242.13,241.51,6064946,95492
WIPRO,10/3/2025,241.07,240.98,241.4,238.06,240.98,239.97,10968346,91040
